OBJECTID *,Nombre *,Tipo *,Dirección,Ciudad *,Shape *,latitud,longitud
3095,Hotel in House,Hotel,"Carrera 34 7 25-169, La Florida, El Poblado, Medel",Medellín,Point Z,6.206197,-75.5647493
3096,Hotel Park 10,Hotel,"Las Lomas 1, El Poblado, Medellín, Antioquia",Medellín,Point Z,6.2108183,-75.5611485
3097,Diez Hotel,Hotel,"Calle 10A con Carrera 34, Las Lomas 1, El Poblado,",Medellín,Point Z,6.2090742,-75.5647456
3098,Intercontinental,Hotel,"Las Lomas 2, El Poblado, Medellín, Antioquia",Medellín,Point Z,6.211362599999999,-75.5575099
3099,Hotel Diez,Hotel,"Carrera 35 10 1-99, El Poblado, Medellín, Antioqui",Medellín,Point Z,6.208711399999999,-75.5655524
3100,Best Western,Hotel,"Carrera 29C con Carrera 29C 10C, Las Lomas 2, El P",Medellín,Point Z,6.2120159,-75.558533
3101,Hotel Casa Pórtico,Hotel,"Carrera 36 con Carrera 36 8A, El Poblado, Medellín",Medellín,Point Z,6.2081922,-75.5662305
3102,Hotel Boutique,Hotel,"Calle 16B con Carrera 31, La Asomadera 2, Buenos A",Medellín,Point Z,6.2168796,-75.56090569999999
3103,Premium Real,Hotel,"Carrera 32 10 1-149, Las Lomas 1, El Poblado, Mede",Medellín,Point Z,6.2087704,-75.5619578
3104,Relax 10,Hostel,"Calle 10 37, El Poblado, Medellín, Antioquia",Medellín,Point Z,6.2111941,-75.5725413
3105,Finca Hotel Villa Sofia Hispania,Hotel,"Carrera 31 16, La Asomadera 2, Buenos Aires, Medel",Medellín,Point Z,6.216795299999999,-75.56093419999999
3106,Monticelo,Hostel,"Calle 10A con Carrera 22, Altos del Poblado, El Po",Medellín,Point Z,6.2085115,-75.5536278
3107,Poblado Boutique-Express,Hotel,"Carrera 34 7 25-169, La Florida, El Poblado, Medel",Medellín,Point Z,6.206197,-75.5647493
3108,Hotel Casa Kiwi,Hotel,"Calle 7 con Calle 7 35, La Florida, El Poblado, Me",Medellín,Point Z,6.205738699999999,-75.5640593
3109,Plaza Rosa,Hotel,"Carrera 32D con Carrera 32D 9, El Poblado, Medellí",Medellín,Point Z,6.2085266,-75.563934
3110,Geo Hostel,Hotel,"Carrera 35 8 2-148, El Poblado, Medellín, Antioqui",Medellín,Point Z,6.207990499999999,-75.5660377
3111,Best Western,Hotel,"Carrera 30A 9 2-98, La Florida, El Poblado, Medell",Medellín,Point Z,6.208330500000001,-75.559716
3112,Hotel Plaza Granada,Hotel,"Calle 14 con Calle 14 30, Lalinde, El Poblado, Med",Medellín,Point Z,6.2150168,-75.57517899999999
3113,Intercontinental,Hotel,"Las Lomas 2, El Poblado, Medellín, Antioquia",Medellín,Point Z,6.211362599999999,-75.5575099
3114,Afrodita,Hostel,"Carrera 52 25, Trinidad, Guayabal, Medellín, Antio",Medellín,Point Z,6.226259799999999,-75.5783733
3115,ibis,Hotel,"Carrera 44 con Carrera 44 20, Simesa, El Poblado, ",Medellín,Point Z,6.2034815,-75.5716589
3116,Ghl Comfort Hotel,Hotel,"Calle 31 43 2-148, San Diego, La Candelaria, Medel",Medellín,Point Z,4.6320503,-74.080356
3117,Hotel Brisas de Santa Fé,Hotel,"San Diego, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2322903,-75.5676977
3118,Hotel Porton Colonial,Hotel,"Calle 34B 65D 2-98, Conquistadores, Laureles-Estad",Medellín,Point Z,6.240226,-75.5853341
3119,Terra Biohotel,Hotel,"Conquistadores, Laureles-Estadio, Medellín, Antioq",Medellín,Point Z,6.2423547,-75.581523
3120,Expo Hotel,Hotel,"Carrera 52 35 2-148, Perpetuo Socorro, La Candelar",Medellín,Point Z,6.2367157,-75.5744708
3121,Thematic Luxury,Hotel,"Calle 33 63B, Conquistadores, Laureles-Estadio, Me",Medellín,Point Z,6.2396522,-75.5797821
3122,Sofa King Good,Hostel,"Calle 33 65, Conquistadores, Belen, Medellín, Anti",Medellín,Point Z,6.2391945,-75.5855852
3123,Nirvana,Hotel,"Avenida 33 con Carrera 65C, Fátima, Belen, Medellí",Medellín,Point Z,6.2393678,-75.58484
3124,Roxy,Hotel,"Calle 33 65C 31-139, Fátima, Belen, Medellín, Anti",Medellín,Point Z,6.2391912,-75.5851088
3125,Horizonte,Hostel,"Calle 45 45A con Calle Amador, Colón, La Candelari",Medellín,Point Z,6.246179100000001,-75.5747148
3126,El Descanso Donde Sara,Hostel,"Carrera 44 con Carrera 44 37, San Diego, La Candel",Medellín,Point Z,6.2322903,-75.5676977
3127,Hotel Suite Comfort,Hotel,"Carrera 66B Circular 5, San Joaquín, Laureles-Esta",Medellín,Point Z,6.244720099999999,-75.5849501
3128,Hotel 33 Conquest,Hotel,"Carrera 65 33, Conquistadores, Laureles-Estadio, M",Medellín,Point Z,6.2400783,-75.5828653
3129,Playa Mayor,Hotel,"Avenida San Juan 1-99, Calle Nueva, La Candelaria,",Medellín,Point Z,6.252255099999999,-75.60780059999999
3130,Hotel Kennedy,Hotel,"Carrera 45A con Carrera 45A 44, Colón, La Candelar",Medellín,Point Z,6.2426562,-75.56915310000001
3131,Waikiki Covenas,Hotel,"Calle 39 con Carrera 64A, Conquistadores, Laureles",Medellín,Point Z,6.2430261,-75.58176519999999
3132,Hostería Las 2 Palmas,Hostel,"Carrera 65 34 2-98, Conquistadores, Laureles-Estad",Medellín,Point Z,6.240037099999999,-75.5830348
3133,Copetran,Hotel,"Calle 35 con Carrera 52A, Perpetuo Socorro, La Can",Medellín,Point Z,6.2356652,-75.5723204
3134,Good Nigth,Hotel,"Carrera 46 45, Colón, La Candelaria, Medellín, Ant",Medellín,Point Z,6.247139799999999,-75.5662826
3135,Gallery Hotel,Hotel,"Calle 47 41, Bombona 1, La Candelaria, Medellín, A",Medellín,Point Z,6.243612600000001,-75.5628285
3136,Memphis Hostal,Hostel,"Carrera 36 36, El Salvador, Buenos Aires, Medellín",Medellín,Point Z,6.237128999999999,-75.5560544
3137,LQ,Hotel,"Carrera 38 con Avenida Las Palmas, La Asomadera 2,",Medellín,Point Z,6.219192,-75.56602389999999
3138,Cupido,Hotel,"Calle 46 43, Colón, La Candelaria, Medellín, Antio",Medellín,Point Z,6.2437149,-75.565077
3139,Hospedaje Zeus,Hostel,"Carrera 45 con Avenida El Palo, Colón, La Candelar",Medellín,Point Z,6.248655599999999,-75.5636502
3140,Paradise,Hotel,"Calle 49 36, Buenos Aires, Medellín, Antioquia",Medellín,Point Z,6.2435315,-75.5578939
3141,Hostal Poblado Park,Hostel,"Calle 43 36, Gerona, Buenos Aires, Medellín, Antio",Medellín,Point Z,6.237128999999999,-75.5560544
3142,Hotel Plazuela San Ignacio,Hotel,"Carrera 43 48 con Calle 48 43, Bombona 1, La Cande",Medellín,Point Z,6.2455199,-75.56370679999999
3143,Deportista,Hotel,"Calle 46 43, Colón, La Candelaria, Medellín, Antio",Medellín,Point Z,6.2437149,-75.565077
3144,El Gran Dallas,Hotel,"Calle 46 45, Colón, La Candelaria, Medellín, Antio",Medellín,Point Z,6.245291000000001,-75.5671176
3145,Hotel Nuevo Samaritano,Hotel,"Carrera 45 con Calle 46, Colón, La Candelaria, Med",Medellín,Point Z,6.244802,-75.5663716
3146,Casa Real,Hotel,"Avenida El Palo 2-98, Colón, La Candelaria, Medell",Medellín,Point Z,6.2525105,-75.5610238
3147,Hotel Kabiut,Hotel,"Calle 46 45 2-148, Colón, La Candelaria, Medellín,",Medellín,Point Z,6.244979,-75.56658039999999
3148,Hotel Metropol,Hotel,"Carrera 45 con Calle 47 44, La Candelaria, Medellí",Medellín,Point Z,6.2450968,-75.5651518
3149,Hostel La Bicicleta Verde,Hostel,"Medellín, Antioquia",Medellín,Point Z,6.2476376,-75.56581530000001
3151,Hotel California del Exito,Hotel,"Carrera 68 49 1-99, Suramericana, Laureles-Estadio",Medellín,Point Z,6.2569903,-75.584722
3152,Suramericana,Hotel,"Calle 48 con Calle 48 65, Suramericana, Laureles-E",Medellín,Point Z,6.2535859,-75.5827879
3153,Apartamentos Tayrona,Hostel,"Suramericana, Laureles-Estadio, Medellín, Antioqui",Medellín,Point Z,6.255345699999999,-75.5844334
3154,Hotel Mirador de San Joaquín,Hotel,"Circular 7 con Circular 7 Avenida 66B, San Joaquín",Medellín,Point Z,No dirección,No dirección
3155,Hotel Aristides,Hotel,"Carrera 60 48, Corazón de Jesús, La Candelaria, Me",Medellín,Point Z,6.2511071,-75.57728999999999
3156,Eco Lodge El Almejal Bahía Solano,Hotel,"Calle 49A 65A 1-99, Suramericana, Laureles-Estadio",Medellín,Point Z,6.2551846,-75.58183970000002
3157,Hotel Apartamentos Tayrona,Hotel,"Calle 48 64B 16, Suramericana, Laureles-Estadio, M",Medellín,Point Z,6.2530402,-75.5811028
3158,Conquistadores,Hotel,"Carrera 54 49, San Benito, La Candelaria, Medellín",Medellín,Point Z,6.2488475,-75.5727459
3159,Hotel del Comerciante,Hotel,"Calle 48 53 2-148, Guayaquil, La Candelaria, Medel",Medellín,Point Z,6.248838200000001,-75.5711397
3160,Universo Plaza,Hotel,"Calle 50 53 1-117, San Benito, La Candelaria, Mede",Medellín,Point Z,6.250526,-75.5705332
3161,Alcazar,Hotel,"Calle 49 53, San Benito, La Candelaria, Medellín, ",Medellín,Point Z,6.2498863,-75.57128139999999
3162,Hotel Estacion San Antonio,Hotel,"Carrera 50A 47, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2476758,-75.5688266
3163,Hotel Colonial,Hotel,"Carrera 50 45, Guayaquil, La Candelaria, Medellín,",Medellín,Point Z,6.2459188,-75.5691164
3164,Hotel Ayacucho Real,Hotel,"Calle 49 48, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.248002,-75.567402
3165,Hotel San Miguel de Ayapel,Hotel,"Calle 46 51 2-98, La Candelaria, Medellín, Antioqu",Medellín,Point Z,6.246873799999999,-75.56992199999999
3166,Hotel Calle Real,Hotel,"Calle 51 51, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2505774,-75.5689484
3167,Bonanza,Hotel,"Calle 46 49 2-98, La Candelaria, Medellín, Antioqu",Medellín,Point Z,6.246716699999999,-75.5682113
3168,Hotel Ariston,Hotel,"Carrera 50 45, Guayaquil, La Candelaria, Medellín,",Medellín,Point Z,6.2459188,-75.5691164
3169,Residencias Karoni,Hotel,"Calle 47 50 con Carrera 50A, La Candelaria, Medell",Medellín,Point Z,6.247403299999999,-75.5689077
3170,Hotel El Roble,Hotel,"Carrera 53 48, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.249248,-75.5711196
3171,Aburra Plaza,Hotel,"Carrera 52A 45 1-199, Guayaquil, La Candelaria, Me",Medellín,Point Z,-2.1891341,-79.8899031
3172,Hotel Residencias Yarima,Hotel,"Carrera 50 45, Guayaquil, La Candelaria, Medellín,",Medellín,Point Z,6.2459188,-75.5691164
3173,Hotel Colonial,Hotel,"Carrera 50 45, Guayaquil, La Candelaria, Medellín,",Medellín,Point Z,6.2459188,-75.5691164
3174,Hotel Maracana,Hotel,"Carrera 52A 45 1-199, Guayaquil, La Candelaria, Me",Medellín,Point Z,-2.1891341,-79.8899031
3175,Caruso,Hotel,"Carrera 53 49, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2496955,-75.5706871
3176,El Roble,Hotel,"Carrera 53 48, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.249248,-75.5711196
3177,Metro,Hotel,"Calle 46 45, Colón, La Candelaria, Medellín, Antio",Medellín,Point Z,6.245291000000001,-75.5671176
3178,Primavera,Hotel,"Calle 51 53, San Benito, La Candelaria, Medellín, ",Medellín,Point Z,6.2516245,-75.5702402
3179,Acuarius,Hotel,"Carrera 54 52, San Benito, La Candelaria, Medellín",Medellín,Point Z,6.253128999999999,-75.5710046
3180,Medellín Kapital,Hotel,"Carrera 56C 50, San Benito, La Candelaria, Medellí",Medellín,Point Z,6.2537062,-75.5743063
3181,España,Hotel,"Calle 52 54, San Benito, La Candelaria, Medellín, ",Medellín,Point Z,6.2527232,-75.57092879999999
3182,Antiguo,Hostel,"San Benito, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2524393,-75.5727914
3183,Manzanares,Hotel,"Carrera 54 50, San Benito, La Candelaria, Medellín",Medellín,Point Z,6.2514408,-75.5710355
3184,Hotel Nutibara,Hotel,"Carrera 50 52, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2509353,-75.5670304
3185,Hotel Capiro,Hotel,"Carrera 53 50, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2508022,-75.5701423
3186,Waikiki Residencias,Hotel,"Carrera 51D con Calle 56 51D, Estación Villa, La C",Medellín,Point Z,6.255477600000001,-75.5675816
3187,Hotel Serymar,Hotel,"Calle 54 57, San Benito, La Candelaria, Medellín, ",Medellín,Point Z,6.2558813,-75.5741547
3188,Hotel Sport,Hotel,"Calle 55 52 1-149, Estación Villa, La Candelaria, ",Medellín,Point Z,6.2547402,-75.56809779999999
3189,Hotel Andora,Hotel,"Calle 54 54, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.254584400000001,-75.5701978
3190,Hotel Milano,Hotel,"Calle 54 54, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.254584400000001,-75.5701978
3191,Hotel Abacoa,Hotel,"Calle 55 51D 1-99, Estación Villa, La Candelaria, ",Medellín,Point Z,6.254550399999999,-75.56745
3192,Hotel Alaska,Hotel,"Calle 56 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.255488700000001,-75.5687441
3193,Hotel Juanambu,Hotel,"Carrera 52 53, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.252898699999999,-75.5683461
3194,Hotel Albert,Hotel,"Calle 54 51 con Calle Juananbu, La Candelaria, Med",Medellín,Point Z,No dirección,No dirección
3195,Hotel El Encuentro,Hotel,"Carrera 54 53, Estación Villa, La Candelaria, Mede",Medellín,Point Z,6.2538852,-75.5702419
3196,Hotel Lines,Hotel,"Carrera 52 55, Estación Villa, La Candelaria, Mede",Medellín,Point Z,6.255178,-75.5679208
3197,Hotel La Mirada,Hotel,"Carrera 53 53 con Avenida Cundinamarca, La Candela",Medellín,Point Z,5.026002999999999,-74.0300122
3198,Hotel Mageba,Hotel,"Calle 52 con Carrera 54 52, San Benito, La Candela",Medellín,Point Z,6.2512623,-75.5680082
3199,Hotel Bachue,Hotel,"Avenida Juan del Corral con Perú, Estación Villa, ",Medellín,Point Z,6.2555656,-75.56915310000001
3200,Hotel Exotico,Hotel,"Carrera 53 55, Estación Villa, La Candelaria, Mede",Medellín,Point Z,6.2554953,-75.5691645
3201,Hotel de Oro,Hotel,"Calle 54 54, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.254584400000001,-75.5701978
3202,Paraiso,Hotel,"Carrera 54 53, Estación Villa, La Candelaria, Mede",Medellín,Point Z,6.2538852,-75.5702419
3203,Acapulco No 1,Hotel,"Calle 54 54, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.254584400000001,-75.5701978
3204,Ritz,Hotel,"Calle 54 54, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.254584400000001,-75.5701978
3205,Castillo,Hotel,"Calle 54 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.2544414,-75.5685707
3206,Hotel Arbis,Hotel,"Calle 54 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.2544414,-75.5685707
3207,Aparta Hotel Santelmo,Hotel,"Carrera 50A 53 1-99, La Candelaria, Medellín, Anti",Medellín,Point Z,6.2528767,-75.5672259
3208,Camelot,Hotel,"Calle 55 52 2-148, Estación Villa, La Candelaria, ",Medellín,Point Z,6.2547402,-75.56809779999999
3209,Hotel Fantasía,Hotel,"Carrera 52 53, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.252898699999999,-75.5683461
3210,Hotel Ancara,Hotel,"Calle 51 53, San Benito, La Candelaria, Medellín, ",Medellín,Point Z,6.2516245,-75.5702402
3211,Hotel Titanic,Hotel,"Carrera 52 55 con Calle 55 52, Estación Villa, La ",Medellín,Point Z,6.2550233,-75.5682228
3212,Hotel Cando,Hotel,"Avenida Juan del Corral, Estación Villa, La Candel",Medellín,Point Z,6.2560911,-75.5668515
3213,Residencias Bachue,Hostel,"Avenida Juan del Corral, Estación Villa, La Candel",Medellín,Point Z,6.2560911,-75.5668515
3214,Residencias Fuente Mar,Hotel,"Avenida Juan del Corral, Estación Villa, La Candel",Medellín,Point Z,6.2560911,-75.5668515
3215,Hotel El Rincón,Hotel,"Carrera 50A 53 2-98, La Candelaria, Medellín, Anti",Medellín,Point Z,6.2526882,-75.5671804
3216,Hotel Deseos,Hotel,"Carrera 50A 53 2-98, La Candelaria, Medellín, Anti",Medellín,Point Z,6.2526882,-75.5671804
3217,Osvel,Hotel,"La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.246179100000001,-75.5747148
3218,Hotel Mairuba,Hotel,"Calle 52 53, San Benito, La Candelaria, Medellín, ",Medellín,Point Z,6.252179,-75.5703242
3219,D'Greiff,Hotel,"Calle 53 51 50-98, La Candelaria, Medellín, Antioq",Medellín,Point Z,6.252749199999999,-75.568123
3220,Hotel Yacatan,Hotel,"Calle 56 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.255488700000001,-75.5687441
3221,Hotel Gales,Hotel,"Calle 56 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.255488700000001,-75.5687441
3222,Alaska,Hotel,"Calle 56 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.255488700000001,-75.5687441
3223,Exótico,Hotel,"Calle 56 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.255488700000001,-75.5687441
3224,Albert,Hotel,"Carrera 52 54 con Calle 54 52, Estación Villa, La ",Medellín,Point Z,6.2546331,-75.5682662
3225,Hotel Brisas del Jardín,Hotel,"Calle 51 52, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.250970199999999,-75.56945979999999
3226,Hotel Dinastia,Hotel,"Carrera 53 51, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2515671,-75.5697216
3227,El Encuentro,Hotel,"Calle 53 54 con Avenida de Greiff, Estación Villa,",Medellín,Point Z,6.2539804,-75.57090400000001
3228,Donaires,Hotel,"Calle 53 54 con Avenida de Greiff, Estación Villa,",Medellín,Point Z,6.2539804,-75.57090400000001
3229,Belmonte,Hotel,"Carrera 52 54, Estación Villa, La Candelaria, Mede",Medellín,Point Z,6.2546331,-75.5682662
3230,Hotel Las Flores,Hotel,"Calle 54 52, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.2544414,-75.5685707
3231,San Estaban Centro,Hotel,"Carrera 51 52 con Calle 52, La Candelaria, Medellí",Medellín,Point Z,6.251417,-75.5680893
3232,Hotel Premier Plaza,Hotel,"La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.246179100000001,-75.5747148
3233,Bulevard Botero,Hotel,"Carrera 52 51, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2513802,-75.5687998
3234,Hotel Zona Rosa,Hotel,"Carrera 52 51, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2513802,-75.5687998
3235,Hotel Mageba,Hotel,"Calle 52 con Calle 52 53, San Benito, La Candelari",Medellín,Point Z,6.252179,-75.5703242
3236,Hotel Nutibara,Hotel,"Calle 52A con Calle 52A 50, La Candelaria, Medellí",Medellín,Point Z,6.2519028,-75.56703519999999
3237,La Manzana,Hotel,"Carrera 52A con Calle 65, Jesús Nazareno, La Cande",Medellín,Point Z,6.2629794,-75.5672658
3238,Vientos del Este,Hotel,"Calle 49B 67B 2-98, Suramericana, Laureles-Estadio",Medellín,Point Z,6.2569126,-75.5840901
3239,Troya,Hostel,"Calle 49B 68 2-148, Suramericana, Laureles-Estadio",Medellín,Point Z,6.257137699999999,-75.5845609
3240,Med Estadio,Hotel,"Calle 49B 68, Suramericana, Laureles-Estadio, Mede",Medellín,Point Z,6.2575221,-75.5849748
3241,Lotus,Hotel,"Calle 50 68 1-33, Suramericana, Laureles-Estadio, ",Medellín,Point Z,6.257613699999999,-75.5843756
3242,3D Suite,Hotel,"Calle 50 69, Suramericana, Laureles-Estadio, Medel",Medellín,Point Z,6.2586873,-75.58561569999999
3243,Collins,Hotel,"Calle 51 67B, Carlos E Restrepo, Laureles-Estadio,",Medellín,Point Z,6.2582907,-75.5841397
3244,Plus Plaza,Hotel,"Calle 58 52 2-148, Jesús Nazareno, La Candelaria, ",Medellín,Point Z,6.2574254,-75.5681501
3245,Alcalá,Hotel,"Calle 58 51D 2-148, Jesús Nazareno, La Candelaria,",Medellín,Point Z,6.2572857,-75.5667279
3246,Natalia,Hotel,"La Paz 1-99, Estación Villa, La Candelaria, Medell",Medellín,Point Z,6.2555656,-75.56915310000001
3247,Portón del Estadio,Hostel,"Calle 50 68 35-71, Suramericana, Laureles-Estadio,",Medellín,Point Z,6.257597,-75.5846607
3248,Le Blanc,Hotel,"Calle 50 67, Suramericana, Laureles-Estadio, Medel",Medellín,Point Z,6.2572579,-75.58415389999999
3249,Hotel Casa Bonita,Hotel,"Calle 51 67B 1-199, Carlos E Restrepo, Laureles-Es",Medellín,Point Z,6.2577624,-75.5832202
3250,Hotel Los Sauces del Estadio,Hotel,"Carrera 69 49A 30, Suramericana, Laureles-Estadio,",Medellín,Point Z,6.2572313,-75.5854883
3251,Apartahotel Montes,Hostel,"Calle 49B 67B 2-98, Suramericana, Laureles-Estadio",Medellín,Point Z,6.2569126,-75.5840901
3252,Estadio Plaza,Hotel,"Calle 50 68 1-33, Suramericana, Laureles-Estadio, ",Medellín,Point Z,6.257613699999999,-75.5843756
3253,Hotel Villas del Estadio,Hotel,"Carrera 68 49B 4, Suramericana, Laureles-Estadio, ",Medellín,Point Z,6.257171,-75.5843522
3254,Hostal Brisas del Estadio,Hotel,"Calle 51 67B 1-199, Carlos E Restrepo, Laureles-Es",Medellín,Point Z,6.2577624,-75.5832202
3255,Hotel La Mansión,Hostel,"Calle 60 52 2-148, Jesús Nazareno, La Candelaria, ",Medellín,Point Z,6.2590204,-75.5673353
3256,Acapulco,Hotel,"Calle 60 52 2-148, Jesús Nazareno, La Candelaria, ",Medellín,Point Z,6.2590204,-75.5673353
3257,Colombia Real,Hotel,"Calle 50 67, Suramericana, Laureles-Estadio, Medel",Medellín,Point Z,6.2572579,-75.58415389999999
3258,D'Lusso,Hotel,"Calle 50 67 con Calle 50 68, Suramericana, Laurele",Medellín,Point Z,6.2577335,-75.584913
3259,Balcones del Estadio,Hotel,"Calle 49A con Carrera 68, Suramericana, Laureles-E",Medellín,Point Z,6.2566435,-75.5847988
3260,Hotel San Felipe,Hotel,"Calle 60 52 2-148, Jesús Nazareno, La Candelaria, ",Medellín,Point Z,6.2590204,-75.5673353
3261,Apartahotel Montes,Hotel,"Calle 49B 67B 2-98, Suramericana, Laureles-Estadio",Medellín,Point Z,6.2569126,-75.5840901
3262,Thematic Suites,Hotel,"Calle 50 67, Suramericana, Laureles-Estadio, Medel",Medellín,Point Z,6.2572579,-75.58415389999999
3263,Obelisco,Hotel,"Calle 50 67 con Avenida Colombia, Suramericana, La",Medellín,Point Z,6.2572579,-75.58415389999999
3264,Hotel 47 Medellin Street,Hotel,"Calle 47 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2457113,-75.5660284
3265,Internacional,Hotel,"Avenida La Playa 2-98, La Candelaria, Medellín, An",Medellín,Point Z,6.248148599999999,-75.5621927
3266,Dali,Hotel,"Carrera 45 con Calle 50 43, La Candelaria, Medellí",Medellín,Point Z,6.2474056,-75.56271389999999
3267,Hotel Plaza Caracas,Hotel,"Avenida El Palo 1-99, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3268,Hotel Casa Linda,Hotel,"Avenida El Palo 1-99, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3269,Hotel Balcon de Ayacucho,Hotel,"Calle 49 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2473101,-75.5651443
3270,Madrid,Hotel,"Carrera 43 50, Boston, La Candelaria, Medellín, An",Medellín,Point Z,6.247244999999999,-75.56282070000002
3271,Hotel Sucre Real,Hotel,"Carrera 47 48, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2472154,-75.5667414
3272,Hotel París,Hotel,"Avenida El Palo 1-99, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3273,Punto Clave,Hotel,"Carrera 43 50 con Calle 50 43, La Candelaria, Mede",Medellín,Point Z,6.247244999999999,-75.56282070000002
3274,Hotel Paranoha,Hotel,"Calle 47 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2457113,-75.5660284
3275,Hotel El Periodista,Hotel,"Carrera 43 53 con Avenida Girardot, La Candelaria,",Medellín,Point Z,6.2503771,-75.5610813
3276,Metro Hotel,Hotel,"Calle 47 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2457113,-75.5660284
3277,Hotel Panorama,Hotel,"Avenida El Palo 1-99, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3278,Hotel Plaza El Santuario,Hotel,"Carrera 49 50, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2493101,-75.5669018
3279,Country Medellín,Hotel,"Carrera 47 52, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2507404,-75.5650258
3280,Hotel Plazuelas de San Ignacio,Hotel,"Avenida El Palo 1-99, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3281,Hotel Linton,Hotel,"Avenida El Palo 2-98, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3282,El Periodista,Hotel,"Carrera 43 53, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.249450299999999,-75.5621604
3283,Hostal El Palo,Hotel,"Carrera 44 con Carrera 44 49, La Candelaria, Medel",Medellín,Point Z,6.246179100000001,-75.5747148
3284,Hotel Plaza Caracas,Hotel,"Calle 54 45, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.2506547,-75.563036
3285,Hotel Verde Mar,Hotel,"Calle 47 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2457113,-75.5660284
3286,Hotel Residencias Orquídea,Hotel,"Calle 47 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2457113,-75.5660284
3287,Hotel Dk Che,Hotel,"Calle 47 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2457113,-75.5660284
3288,Hotel Latino,Hotel,"Calle 49A 46, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.247450799999999,-75.5657653
3289,Apartahotel El Palo,Hotel,"Avenida El Palo 2-98, La Candelaria, Medellín, Ant",Medellín,Point Z,6.2525105,-75.5610238
3290,Exito Real,Hotel,"Carrera 47 48, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2472154,-75.5667414
3291,Oceano,Hotel,"Carrera 49 50, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2493101,-75.5669018
3292,Hotel Plaza Caracas,Hotel,"Calle 54 45, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.2506547,-75.563036
3293,Hotel Atlantis,Hotel,"Calle 49 45, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.2473101,-75.5651443
3294,Hotel Momentos Plaza,Hotel,"Calle 49 43, La Candelaria, Medellín, Antioquia",Medellín,Point Z,6.246487,-75.5635087
3295,Amatista,Hotel,"Calle 57 46, Villa Nueva, La Candelaria, Medellín,",Medellín,Point Z,6.2558254,-75.5657432
3296,Star Suites,Hotel,"Calle 57 46 1-99, Villa Nueva, La Candelaria, Mede",Medellín,Point Z,6.2534268,-75.5624045
